,Type,Region,MunicipalityCode,Prefecture,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,FloorPlan,Area,AreaIsGreaterFlag,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Year,Quarter
3943,4,3,1,0,1232,30,15,15.0,15.0,20,2000,1,1,50.0,1,2000.0,1,76,0,20,100,3,6,2,9.5,6,80.0,400.0,9,2
3944,4,3,0,0,5,65,45,30.0,60.0,20,280,0,3,17.5,0,140.0,0,40,0,17,15,1,6,2,6.5,1,60.0,200.0,11,3
3945,4,3,0,0,952,3,45,30.0,60.0,20,1500,0,6,41.0,0,900.0,0,42,0,10,35,6,2,2,10.0,0,50.0,80.0,7,1
3946,4,3,38,0,1168,23,105,90.0,120.0,20,250,0,3,12.0,0,100.0,0,54,0,17,15,6,3,8,6.0,10,70.0,200.0,2,3
3947,4,3,2,0,937,123,45,30.0,60.0,20,1500,0,8,50.0,1,125.0,0,47,0,17,85,2,3,2,10.5,15,60.0,200.0,10,0
3948,4,3,2,0,1358,34,23,23.0,23.0,20,220,0,2,13.0,0,110.0,0,63,0,17,15,6,6,2,6.0,2,60.0,200.0,2,0
3949,4,3,0,0,527,0,3,3.0,3.0,20,270,0,5,16.0,0,125.0,0,33,0,17,79,6,3,2,4.5,4,60.0,200.0,5,3
3950,4,3,2,0,1302,123,29,29.0,29.0,20,180,0,2,9.0,0,55.0,0,49,0,17,15,6,3,2,6.0,0,50.0,80.0,7,0
3951,4,3,2,0,993,112,4,4.0,4.0,20,165,0,2,8.9,0,105.0,0,70,0,17,15,1,6,2,9.0,2,60.0,200.0,10,0
3952,4,3,17,0,486,14,10,10.0,10.0,20,175,0,6,10.0,0,100.0,0,59,0,17,15,6,4,8,6.0,2,60.0,200.0,5,1
3953,4,3,23,0,0,56,20,20.0,20.0,20,240,0,2,10.5,0,115.0,0,67,0,17,15,6,4,8,6.0,2,60.0,200.0,6,3
3954,4,3,1,0,997,30,105,90.0,120.0,20,300,0,2,20.5,0,150.0,0,13,0,17,94,6,5,7,6.5,15,70.0,200.0,7,1
3955,4,3,1,0,1013,30,45,30.0,60.0,20,340,0,2,10.5,0,135.0,0,25,0,17,15,1,2,2,6.0,0,60.0,150.0,11,1
3956,4,3,1,0,639,32,45,30.0,60.0,20,1400,0,3,21.0,0,210.0,0,53,0,17,50,5,2,2,8.0,15,70.0,200.0,8,3
3957,4,3,0,0,106,94,14,14.0,14.0,20,200,0,2,11.0,0,125.0,0,32,0,17,15,1,4,2,6.0,13,60.0,200.0,11,2
3958,4,1,2,0,422,34,19,19.0,19.0,20,2000,1,7,44.0,0,1800.0,0,24,0,2,61,6,2,2,8.0,7,60.0,200.0,6,0
3959,4,0,7,0,1332,120,45,30.0,60.0,20,710,0,1,10.5,0,840.0,0,31,0,6,47,4,5,2,8.0,6,80.0,400.0,13,1
3960,4,3,0,0,1298,3,13,13.0,13.0,20,135,0,1,7.6,0,150.0,0,49,0,17,15,6,3,8,2.5,4,60.0,200.0,3,2
3961,4,3,0,0,1034,138,8,8.0,8.0,20,200,0,2,11.0,0,100.0,0,45,0,17,15,6,2,2,5.5,0,50.0,80.0,3,2
3962,4,0,2,0,636,34,18,18.0,18.0,20,260,0,3,9.0,0,120.0,0,47,0,6,108,6,6,2,11.0,6,80.0,600.0,7,2
3963,4,3,2,0,1331,34,45,30.0,60.0,20,230,0,8,13.8,0,165.0,0,72,0,17,15,1,3,2,10.0,0,50.0,80.0,12,0
3964,4,3,6,0,1296,71,16,16.0,16.0,20,370,0,3,18.0,0,175.0,0,38,0,17,15,6,3,2,9.0,0,50.0,80.0,5,1
3965,4,3,1,0,536,30,45,30.0,60.0,20,150,0,2,8.5,0,105.0,0,34,0,17,15,1,7,8,6.0,1,60.0,200.0,13,1
3966,4,3,2,0,1043,123,6,6.0,6.0,20,125,0,3,10.5,0,115.0,0,35,0,17,15,6,6,2,3.5,4,60.0,200.0,7,3
3967,4,3,0,0,100,27,7,7.0,7.0,20,300,0,2,11.5,0,185.0,0,50,0,17,15,6,7,2,6.5,0,50.0,80.0,2,2
3968,4,3,0,0,18,3,28,28.0,28.0,20,165,0,2,9.5,0,115.0,0,20,0,17,15,6,5,2,6.0,1,60.0,200.0,1,3
3969,4,3,3,0,294,66,23,23.0,23.0,20,1300,0,1,20.0,0,110.0,0,29,0,17,15,1,6,2,6.0,0,50.0,80.0,10,2
3970,4,3,2,0,282,63,15,15.0,15.0,20,105,0,2,7.0,0,95.0,0,24,0,17,15,1,7,8,4.0,13,60.0,200.0,11,1
3971,4,3,0,0,226,65,13,13.0,13.0,20,200,0,2,12.0,0,85.0,0,35,0,17,15,1,0,2,9.0,0,50.0,80.0,12,0
3972,4,3,1,0,687,31,14,14.0,14.0,20,175,0,2,12.0,0,95.0,0,73,0,17,15,1,2,2,6.0,15,70.0,200.0,13,0
3973,4,3,0,0,1338,3,26,26.0,26.0,20,155,0,2,11.0,0,105.0,0,48,0,17,15,6,4,2,6.5,4,60.0,200.0,4,2
3974,4,3,38,0,1309,98,105,90.0,120.0,20,140,0,2,9.0,0,80.0,0,36,0,17,15,6,7,11,6.0,2,60.0,200.0,1,3
3975,4,3,2,0,682,74,45,30.0,60.0,20,115,0,3,9.0,0,85.0,0,35,0,17,15,6,7,2,6.0,2,60.0,200.0,2,1
3976,4,3,2,0,1261,63,28,28.0,28.0,20,130,0,2,10.4,0,105.0,0,42,0,17,15,1,4,2,7.0,0,50.0,80.0,12,1
3977,4,3,2,0,389,34,45,30.0,60.0,20,730,0,2,17.2,0,210.0,0,35,0,17,15,1,7,2,6.0,4,60.0,200.0,12,2
3978,4,1,1,0,772,30,19,19.0,19.0,20,310,0,6,18.5,0,270.0,0,36,0,17,47,6,6,7,11.0,8,60.0,200.0,4,3
3979,4,3,2,0,318,123,45,30.0,60.0,20,150,0,2,11.0,0,115.0,0,43,0,17,15,6,4,2,6.0,0,50.0,80.0,2,1
3980,4,3,6,0,1270,71,45,30.0,60.0,20,230,0,3,25.5,0,460.0,0,50,0,6,61,6,4,2,7.0,4,60.0,200.0,7,2
